animal_id,farm_id,species,breed,age_years,weight_kg,sex,physiological_stage,latitude,longitude,temperature_c,humidity_percent,thi,hli,risk_level
407,FARM_005,goat,Toggenburg,6.028913101,51.41161353,female,pregnant,32.72737451,-0.829774507,27.12,91,79.65,27.38,Moderate
585,FARM_006,sheep,Merino,4.539439074,97.05604063,male,lactating,30.10599458,-8.846878748,28.04,37,73.97,26.19,Low
229,FARM_003,goat,Toggenburg,1.897483856,58.58394387,female,growing,42.99264219,20.05575059,0.88,92,34.63,3.31,Low
503,FARM_006,cattle,Holstein,9.526557246,534.9360564,female,growing,30.10599458,-8.846878748,37.75,75,94.07,37.54,Critical
476,FARM_005,sheep,Merino,1.438827351,91.96692462,male,dry,32.72737451,-0.829774507,11.36,91,52.72,13.24,Low
959,FARM_010,goat,Boer,4.086937614,74.27341399,male,growing,36.75748878,-9.336751942,14.44,97,57.99,15.51,Low
300,FARM_003,cattle,Jersey,4.075070517,552.3638102,female,pregnant,42.99264219,20.05575059,37.8,15,80.47,37.33,High
494,FARM_005,sheep,Merino,1.841450604,63.27914165,female,growing,32.72737451,-0.829774507,41.09,50,92.82,38.26,Critical
252,FARM_003,cattle,Angus,8.953387027,576.8097495,female,dry,42.99264219,20.05575059,32.87,56,83.13,32.81,High
692,FARM_007,cattle,Jersey,6.19171643,585.5926793,female,pregnant,32.09240791,4.607232427,16.47,57,60.79,17.59,Low
496,FARM_005,cattle,Hereford,5.935438326,751.7020459,male,lactating,32.72737451,-0.829774507,7.14,55,48.14,5.42,Low
909,FARM_010,goat,Alpine,2.314756388,44.51372749,female,pregnant,36.75748878,-9.336751942,37.3,69,92.19,37.69,Critical
861,FARM_009,sheep,Dorper,2.749810236,53.66820337,female,lactating,38.88621853,-7.677479364,9.38,35,52.15,9.96,Low
917,FARM_010,goat,Boer,3.040026316,74.78598739,male,lactating,36.75748878,-9.336751942,37.65,80,95.09,38.87,Critical
989,FARM_010,goat,Boer,6.748828719,49.90526572,female,dry,36.75748878,-9.336751942,12.2,64,54.75,12.6,Low
439,FARM_005,sheep,Rambouillet,2.599407227,98.8726059,male,pregnant,32.72737451,-0.829774507,32.94,82,87.93,34.44,Critical
392,FARM_004,sheep,Merino,2.679118789,57.09859949,male,pregnant,30.84617369,26.09993861,30.75,62,81.16,31.64,Moderate
295,FARM_003,sheep,Texel,1.621371759,98.0832868,male,pregnant,42.99264219,20.05575059,40.7,75,98.68,44.27,Critical
278,FARM_003,goat,Saanen,4.6620027,68.64602697,male,lactating,42.99264219,20.05575059,26.51,16,69.66,22.14,Low
840,FARM_009,goat,Alpine,2.094748244,78.60838554,female,pregnant,38.88621853,-7.677479364,-0.66,32,40.95,-1.86,Low
318,FARM_004,cattle,Jersey,3.170813118,790.349502,female,lactating,30.84617369,26.09993861,7.86,48,49.54,7,Low
776,FARM_008,cattle,Simmental,7.318967087,532.5408875,female,growing,31.35909652,20.91930047,27.01,44,73.61,25.11,Moderate
855,FARM_009,goat,Nubian,3.812739283,68.22541585,male,pregnant,38.88621853,-7.677479364,48.89,77,112.02,49.53,Critical
669,FARM_007,sheep,Texel,4.508929512,52.51215049,female,dry,32.09240791,4.607232427,3.68,46,44.33,0.41,Low
39,FARM_001,sheep,Dorper,6.234031417,97.65359235,male,lactating,35.61810178,37.53571532,33.05,100,91.48,33.6,Critical
721,FARM_008,sheep,Suffolk,1.588893636,69.65519538,male,pregnant,31.35909652,20.91930047,30.88,93,86.37,33.56,High
422,FARM_005,goat,Nubian,6.293551337,66.83772019,male,growing,32.72737451,-0.829774507,32.41,16,75.46,29.68,Moderate
998,FARM_010,sheep,Merino,2.897995774,88.01641107,female,dry,36.75748878,-9.336751942,34.46,39,81.92,32.85,Moderate
322,FARM_004,cattle,Holstein,1.919345767,663.4768585,male,lactating,30.84617369,26.09993861,25.02,51,71.89,23.06,Low
68,FARM_001,cattle,Hereford,4.860946246,700.3484271,male,pregnant,35.61810178,37.53571532,28.67,51,76.67,27.73,Moderate
831,FARM_009,cattle,Angus,1.790094134,468.7317841,female,lactating,38.88621853,-7.677479364,9.97,68,51.36,11.84,Moderate
332,FARM_004,cattle,Hereford,3.63539833,791.9881317,female,lactating,30.84617369,26.09993861,26.33,48,73.25,25.14,Low
743,FARM_008,goat,Nubian,5.685516138,71.65854164,female,growing,31.35909652,20.91930047,10.15,38,52.89,8.51,Low
77,FARM_001,cattle,Holstein,8.923239718,494.6740775,male,lactating,35.61810178,37.53571532,21.49,82,69.4,21.48,Low
497,FARM_005,cattle,Holstein,3.62029823,482.8379673,male,growing,32.72737451,-0.829774507,1.78,24,44.79,-0.29,Low
517,FARM_006,goat,Toggenburg,2.474844636,56.11057594,female,lactating,30.10599458,-8.846878748,34.95,50,84.81,34.31,High
831,FARM_009,cattle,Angus,1.790094134,468.7317841,female,lactating,38.88621853,-7.677479364,23.16,57,69.94,21.43,Low
206,FARM_003,cattle,Hereford,1.685177735,740.4827656,female,lactating,42.99264219,20.05575059,15.75,71,59.97,16.6,Low
913,FARM_010,sheep,Merino,3.505728362,66.68304453,male,dry,36.75748878,-9.336751942,-7.73,51,28.95,-7.56,Low
102,FARM_002,cattle,Simmental,2.323661328,770.6350501,female,lactating,38.95275237,12.29163764,16.72,75,61.53,17.04,Low
917,FARM_010,goat,Boer,3.040026316,74.78598739,male,lactating,36.75748878,-9.336751942,36.31,50,86.51,38.12,Critical
902,FARM_010,sheep,Dorper,6.165494383,79.87146213,male,growing,36.75748878,-9.336751942,17.77,66,62.86,14.27,Low
478,FARM_005,sheep,Texel,5.002664145,95.35999108,male,lactating,32.72737451,-0.829774507,10.7,17,54.32,8.88,Low
965,FARM_010,goat,Toggenburg,2.208437855,40.38173412,male,growing,36.75748878,-9.336751942,17.69,58,62.49,18.36,Low
212,FARM_003,sheep,Rambouillet,4.552274136,50.31929359,female,lactating,42.99264219,20.05575059,38.93,90,99.73,42.07,Critical
713,FARM_008,sheep,Rambouillet,4.019111944,68.95202427,male,dry,31.35909652,20.91930047,26.96,27,71.54,24.82,Low
773,FARM_008,sheep,Texel,7.285547054,90.49622102,male,growing,31.35909652,20.91930047,4.26,52,44.51,5.38,Low
369,FARM_004,cattle,Jersey,2.304685651,690.062291,male,growing,30.84617369,26.09993861,31.95,61,82.76,28.92,High
136,FARM_002,cattle,Holstein,5.801149828,757.5570332,female,lactating,38.95275237,12.29163764,19.25,56,64.55,17.53,Low
667,FARM_007,goat,Toggenburg,5.616693364,55.91462812,female,dry,32.09240791,4.607232427,13.09,87,55.74,14.92,Low
824,FARM_009,cattle,Jersey,3.593660734,402.5857431,female,pregnant,38.88621853,-7.677479364,41.85,68,98.76,41.96,Critical
126,FARM_002,sheep,Texel,2.412113236,84.22857739,female,lactating,38.95275237,12.29163764,13.84,37,57.29,12.71,Low
605,FARM_007,goat,Nubian,3.785431118,68.90951009,female,pregnant,32.09240791,4.607232427,24.94,61,72.83,25.25,Low
122,FARM_002,sheep,Merino,6.029200896,76.7518366,female,pregnant,38.95275237,12.29163764,28.22,40,74.64,28.19,Low
257,FARM_003,sheep,Rambouillet,5.480020768,61.23505885,male,lactating,42.99264219,20.05575059,31.04,79,84.48,33.69,High
420,FARM_005,cattle,Holstein,2.024545541,538.0892571,male,pregnant,32.72737451,-0.829774507,17.12,51,61.51,15.05,Low
835,FARM_009,cattle,Jersey,2.875596163,453.1712171,male,growing,38.88621853,-7.677479364,6.12,29,48.86,4.23,Low
385,FARM_004,goat,Toggenburg,3.64194051,64.611921,female,pregnant,30.84617369,26.09993861,35,37,82.25,35.87,High
401,FARM_005,sheep,Suffolk,7.763703875,56.37269797,male,pregnant,32.72737451,-0.829774507,35.16,75,90.14,33.62,Critical
264,FARM_003,goat,Alpine,1.182322358,77.23794782,female,growing,42.99264219,20.05575059,6.73,56,47.47,8.01,Low
395,FARM_004,goat,Alpine,4.931694458,79.66970469,male,pregnant,30.84617369,26.09993861,15.02,62,58.82,11.62,Moderate
645,FARM_007,cattle,Hereford,3.505316335,719.3172789,female,growing,32.09240791,4.607232427,33.33,73,86.91,34.47,Critical
280,FARM_003,goat,Alpine,4.403873318,50.26251135,female,growing,42.99264219,20.05575059,12.59,64,55.32,11.15,Low
438,FARM_005,sheep,Texel,5.061550631,77.98442224,male,growing,32.72737451,-0.829774507,22.47,52,68.66,21.02,Low
960,FARM_010,cattle,Simmental,8.779296398,582.7552287,female,dry,36.75748878,-9.336751942,12.62,73,55.2,14.18,Moderate
213,FARM_003,cattle,Holstein,6.686321743,503.9214324,female,growing,42.99264219,20.05575059,33.24,80,88.07,35.67,Critical
914,FARM_010,sheep,Texel,6.998750903,96.93573177,male,growing,36.75748878,-9.336751942,29.41,32,74.79,26.44,Low
559,FARM_006,sheep,Suffolk,5.225460404,53.84897335,male,pregnant,30.10599458,-8.846878748,33.26,77,87.56,33.35,High
846,FARM_009,cattle,Angus,8.065752915,509.4793831,female,growing,38.88621853,-7.677479364,19.42,100,66.95,21.25,Low
191,FARM_002,goat,Boer,6.987604663,54.02847262,female,lactating,38.95275237,12.29163764,29.47,10,71.65,27.13,Moderate
625,FARM_007,cattle,Angus,1.141686217,406.8599128,female,dry,32.09240791,4.607232427,7.33,33,49.9,7.68,Low
716,FARM_008,cattle,Holstein,2.897976049,742.8766628,female,dry,31.35909652,20.91930047,33.03,52,82.63,34.68,High
781,FARM_008,goat,Toggenburg,3.652200526,65.92933875,female,growing,31.35909652,20.91930047,35.71,69,89.85,37.22,Critical
705,FARM_008,cattle,Angus,4.191995845,620.2653518,female,dry,31.35909652,20.91930047,30.77,87,85.37,32.31,Critical
690,FARM_007,goat,Nubian,4.488502633,44.23412944,male,dry,32.09240791,4.607232427,7.47,43,49.35,7.35,Low
571,FARM_006,cattle,Holstein,1.142318766,430.8580674,female,growing,30.10599458,-8.846878748,13.49,64,56.61,12.28,Low
854,FARM_009,cattle,Angus,8.137567255,792.496639,male,growing,38.88621853,-7.677479364,29.31,77,81.36,31.12,High
514,FARM_006,goat,Alpine,1.976198463,62.6034125,female,lactating,30.10599458,-8.846878748,27.18,52,74.91,25.81,Moderate
220,FARM_003,cattle,Angus,5.062483219,465.4495285,male,lactating,42.99264219,20.05575059,10.47,79,51.66,10.5,Low
727,FARM_008,goat,Boer,5.256633188,50.8596801,male,pregnant,31.35909652,20.91930047,23.21,76,71.68,25.39,Low
550,FARM_006,sheep,Dorper,5.395953678,62.37550366,female,growing,30.10599458,-8.846878748,32.85,70,85.58,33.7,High
348,FARM_004,cattle,Jersey,4.314785775,579.4442524,female,dry,30.84617369,26.09993861,12.69,51,55.69,13.45,Low
411,FARM_005,goat,Alpine,3.044894199,46.59298701,female,growing,32.72737451,-0.829774507,30.65,43,77.97,29.61,Moderate
814,FARM_009,goat,Boer,3.005156285,69.23481383,female,growing,38.88621853,-7.677479364,31.56,33,77.53,29.56,Moderate
642,FARM_007,goat,Toggenburg,6.852058801,72.67895629,female,dry,32.09240791,4.607232427,25.39,40,71.21,25.83,Low
906,FARM_010,goat,Boer,3.602165988,73.93887098,male,growing,36.75748878,-9.336751942,6.57,44,48.22,6.36,Low
380,FARM_004,goat,Nubian,3.710180915,55.89525562,male,pregnant,30.84617369,26.09993861,30.56,33,76.38,28.24,Moderate
684,FARM_007,cattle,Angus,7.813433032,422.2422087,male,pregnant,32.09240791,4.607232427,33.88,52,83.67,32.58,High
269,FARM_003,sheep,Merino,3.298668595,81.51043742,female,pregnant,42.99264219,20.05575059,10.55,79,51.79,11.43,Low
109,FARM_002,sheep,Dorper,7.446106804,53.05389799,female,growing,38.95275237,12.29163764,14.41,51,57.95,12.93,Low
742,FARM_008,goat,Saanen,2.521504702,58.83800235,male,growing,31.35909652,20.91930047,32.27,51,81.36,32.05,High
781,FARM_008,goat,Toggenburg,3.652200526,65.92933875,female,growing,31.35909652,20.91930047,24.37,32,69.22,22.92,Low
219,FARM_003,goat,Boer,2.515052498,40.04117919,female,dry,42.99264219,20.05575059,36.56,65,90.09,37.89,Critical
788,FARM_008,sheep,Suffolk,4.289407604,75.12454384,female,dry,31.35909652,20.91930047,5.97,41,47.67,1.77,Low
397,FARM_004,cattle,Simmental,4.674757085,703.6994932,female,growing,30.84617369,26.09993861,29.63,67,80.44,30.33,High
858,FARM_009,cattle,Jersey,7.97954767,557.2487193,female,growing,38.88621853,-7.677479364,12.55,43,55.66,13.1,Low
95,FARM_001,sheep,Merino,7.678357191,80.30873172,female,lactating,35.61810178,37.53571532,24.94,51,71.76,24.36,Low
564,FARM_006,cattle,Angus,7.950709136,650.0819078,female,lactating,30.10599458,-8.846878748,13.52,44,56.85,12.69,Low
326,FARM_004,cattle,Holstein,7.715865317,663.6142137,male,growing,30.84617369,26.09993861,16.24,52,60.38,16.52,Low
776,FARM_008,cattle,Simmental,7.318967087,532.5408875,female,growing,31.35909652,20.91930047,16.74,64,61.31,18.29,Low
715,FARM_008,goat,Boer,5.970928803,68.51383983,female,growing,31.35909652,20.91930047,7.31,72,47.12,8.28,Low
832,FARM_009,cattle,Holstein,6.443554864,554.9805184,female,lactating,38.88621853,-7.677479364,18.27,68,63.66,17.64,Low
411,FARM_005,goat,Alpine,3.044894199,46.59298701,female,growing,32.72737451,-0.829774507,10.73,41,53.46,10.87,Low
923,FARM_010,sheep,Rambouillet,5.951983926,85.58889725,male,growing,36.75748878,-9.336751942,7.51,72,47.41,10.38,Low
538,FARM_006,goat,Alpine,1.779648234,62.4036679,male,lactating,30.10599458,-8.846878748,25.98,48,72.86,26,Low
4,FARM_001,sheep,Texel,5.185299852,96.09371175,female,dry,35.61810178,37.53571532,13.16,63,56.16,11.39,Low
279,FARM_003,cattle,Angus,2.109003888,743.7663173,male,lactating,42.99264219,20.05575059,26.85,71,76.79,25.28,Moderate
590,FARM_006,sheep,Merino,3.416609676,70.71004628,female,dry,30.10599458,-8.846878748,6.69,65,46.76,7.95,Moderate
271,FARM_003,sheep,Suffolk,5.109431954,58.42221926,female,dry,42.99264219,20.05575059,-1.18,46,38.23,-3.06,Low
654,FARM_007,sheep,Dorper,5.606578093,55.85058624,female,dry,32.09240791,4.607232427,20.24,54,65.79,18.94,Low
263,FARM_003,goat,Saanen,3.245780603,40.70063963,female,lactating,42.99264219,20.05575059,11.68,89,53.33,13.17,Low
983,FARM_010,goat,Boer,1.081970113,75.82905422,female,growing,36.75748878,-9.336751942,26.61,38,72.46,27.23,Low
456,FARM_005,goat,Saanen,3.660735018,64.08467941,male,growing,32.72737451,-0.829774507,31.63,58,81.72,30.79,High
44,FARM_001,cattle,Jersey,8.284250399,724.0453579,male,growing,35.61810178,37.53571532,43.39,73,102.5,42.57,Critical
43,FARM_001,sheep,Suffolk,6.185380324,84.85078705,male,dry,35.61810178,37.53571532,8,77,47.86,6.09,Low
678,FARM_007,sheep,Rambouillet,1.071991472,85.80249866,male,growing,32.09240791,4.607232427,9.22,40,51.71,8.03,Low
244,FARM_003,cattle,Hereford,7.618152688,707.0895552,female,growing,42.99264219,20.05575059,39.34,51,90.72,39.2,Critical
891,FARM_009,goat,Alpine,3.008734251,52.54812499,female,dry,38.88621853,-7.677479364,1.97,88,37.07,4.32,Low
112,FARM_002,goat,Boer,6.371241026,60.46709768,male,growing,38.95275237,12.29163764,20.72,60,66.8,21.94,Low
487,FARM_005,goat,Nubian,5.431584749,52.62509375,female,growing,32.72737451,-0.829774507,37.2,69,91.86,37.79,Critical
571,FARM_006,cattle,Holstein,1.142318766,430.8580674,female,growing,30.10599458,-8.846878748,15.68,62,59.77,15.06,Low
936,FARM_010,sheep,Suffolk,4.952479005,75.83137959,male,growing,36.75748878,-9.336751942,20.91,44,66.08,20.12,Low
796,FARM_008,goat,Saanen,2.5868309,60.14187926,female,dry,31.35909652,20.91930047,28.3,38,74.47,27.21,Moderate
623,FARM_007,goat,Toggenburg,3.794954519,62.84649194,female,lactating,32.09240791,4.607232427,6.05,74,45.06,4.11,Moderate
532,FARM_006,sheep,Rambouillet,3.127597586,61.52083311,male,dry,30.10599458,-8.846878748,14.48,43,58.04,12.57,Low
287,FARM_003,goat,Boer,4.642564217,61.86789651,female,lactating,42.99264219,20.05575059,22.67,83,71.45,24.38,Low
918,FARM_010,goat,Toggenburg,2.090905917,57.21386129,female,lactating,36.75748878,-9.336751942,34.86,59,86.49,35.51,Critical
141,FARM_002,goat,Toggenburg,5.960792967,78.36299178,female,dry,38.95275237,12.29163764,7.44,67,47.66,8.25,Low
523,FARM_006,cattle,Holstein,9.554132535,632.6489172,male,growing,30.10599458,-8.846878748,28.76,72,79.86,27.95,High
839,FARM_009,sheep,Suffolk,6.473236391,88.29293219,male,pregnant,38.88621853,-7.677479364,24.55,53,71.46,21.27,Low
102,FARM_002,cattle,Simmental,2.323661328,770.6350501,female,lactating,38.95275237,12.29163764,32.1,48,80.66,32.31,High
192,FARM_002,cattle,Hereford,6.647549169,749.4708457,male,lactating,38.95275237,12.29163764,26.56,45,73.26,26.27,Moderate
361,FARM_004,sheep,Rambouillet,5.942133054,81.5585323,female,pregnant,30.84617369,26.09993861,23.45,76,72.05,22.16,Low
15,FARM_001,cattle,Hereford,8.233048692,474.6280236,female,dry,35.61810178,37.53571532,11.08,43,53.84,11.08,Low
368,FARM_004,cattle,Jersey,8.450815378,715.0852062,female,lactating,30.84617369,26.09993861,39.21,87,99.41,40.05,Critical
841,FARM_009,goat,Boer,2.873138419,57.09866113,female,growing,38.88621853,-7.677479364,-0.38,87,33.23,0.25,Low
949,FARM_010,sheep,Suffolk,6.259963223,97.06671964,female,dry,36.75748878,-9.336751942,-0.49,55,37.83,-2.54,Low
169,FARM_002,cattle,Angus,8.403254883,611.8646715,female,growing,38.95275237,12.29163764,31.5,59,81.74,32.26,High
411,FARM_005,goat,Alpine,3.044894199,46.59298701,female,growing,32.72737451,-0.829774507,28.48,78,80.2,29.19,Moderate
651,FARM_007,cattle,Jersey,5.125882817,690.0024305,female,dry,32.09240791,4.607232427,37.32,45,86.77,37.37,Critical
963,FARM_010,cattle,Hereford,1.491492729,788.7381205,male,lactating,36.75748878,-9.336751942,22.24,74,70.01,21.54,Low
679,FARM_007,sheep,Dorper,3.18315605,66.99859319,female,growing,32.09240791,4.607232427,25.06,59,72.81,22.64,Low
520,FARM_006,sheep,Merino,6.512843601,62.55006916,female,lactating,30.10599458,-8.846878748,27.24,68,76.98,27.6,Moderate
863,FARM_009,sheep,Merino,1.961532222,63.84349847,male,dry,38.88621853,-7.677479364,31.24,77,84.41,32.61,High
430,FARM_005,sheep,Texel,3.065284954,74.30002469,male,pregnant,32.72737451,-0.829774507,32.23,44,80.24,31.95,Moderate
80,FARM_001,sheep,Texel,1.831725414,55.87631234,male,pregnant,35.61810178,37.53571532,21.72,58,68.05,22.39,Low
237,FARM_003,sheep,Texel,6.612096581,66.97250963,male,pregnant,42.99264219,20.05575059,19.47,12,62.67,16.24,Low
421,FARM_005,cattle,Angus,1.403682112,580.2388076,male,dry,32.72737451,-0.829774507,22.28,66,69.46,23.78,Low
400,FARM_004,sheep,Dorper,3.889327905,90.11771646,male,growing,30.84617369,26.09993861,34.82,47,84.06,35.22,High
63,FARM_001,goat,Saanen,1.233778794,64.73015537,male,lactating,35.61810178,37.53571532,6.51,18,50.16,4.8,Low
669,FARM_007,sheep,Texel,4.508929512,52.51215049,female,dry,32.09240791,4.607232427,22.77,72,70.65,22.7,Low
407,FARM_005,goat,Toggenburg,6.028913101,51.41161353,female,pregnant,32.72737451,-0.829774507,12.41,64,55.07,12.71,Low
610,FARM_007,goat,Nubian,3.344530914,46.34715495,female,pregnant,32.09240791,4.607232427,24.66,73,73.64,26.44,Low
674,FARM_007,sheep,Suffolk,3.226347008,87.4713003,male,dry,32.09240791,4.607232427,34.49,70,88.19,33.9,Critical
169,FARM_002,cattle,Angus,8.403254883,611.8646715,female,growing,38.95275237,12.29163764,3.44,48,43.83,5.1,Low
214,FARM_003,goat,Boer,5.566167415,61.65066315,female,dry,42.99264219,20.05575059,5.15,64,44.59,7.44,Low
401,FARM_005,sheep,Suffolk,7.763703875,56.37269797,male,pregnant,32.72737451,-0.829774507,38.48,65,93.02,40.03,Critical
990,FARM_010,cattle,Hereford,3.888973411,610.4376053,female,pregnant,36.75748878,-9.336751942,34.27,61,86.07,35.72,Critical
908,FARM_010,sheep,Suffolk,5.083950633,73.21019745,female,growing,36.75748878,-9.336751942,10.33,70,51.81,11.18,Low
997,FARM_010,goat,Toggenburg,2.19456052,53.9128939,male,lactating,36.75748878,-9.336751942,4.06,75,41.83,3.48,Low
441,FARM_005,sheep,Dorper,2.029432954,74.39255986,female,lactating,32.72737451,-0.829774507,12.53,73,55.06,13.26,Low
803,FARM_009,goat,Toggenburg,6.967491934,48.07367341,female,lactating,38.88621853,-7.677479364,22.12,77,70.06,20,Low
411,FARM_005,goat,Alpine,3.044894199,46.59298701,female,growing,32.72737451,-0.829774507,34.91,44,83.5,31.85,High
412,FARM_005,sheep,Texel,6.521615847,81.98027806,male,pregnant,32.72737451,-0.829774507,39.88,100,103.78,42.7,High
570,FARM_006,cattle,Holstein,8.365326098,420.0074307,female,pregnant,30.10599458,-8.846878748,2.31,24,45.34,-1.54,Moderate
796,FARM_008,goat,Saanen,2.5868309,60.14187926,female,dry,31.35909652,20.91930047,15.2,59,59.06,14.32,Low
326,FARM_004,cattle,Holstein,7.715865317,663.6142137,male,growing,30.84617369,26.09993861,42.29,61,97.43,43.64,Critical
947,FARM_010,cattle,Jersey,1.309881777,578.3302199,male,growing,36.75748878,-9.336751942,1.4,49,41.04,0.59,Low
66,FARM_001,cattle,Holstein,5.931746949,569.3883769,female,growing,35.61810178,37.53571532,24.62,56,71.87,22.78,Low
695,FARM_007,goat,Toggenburg,2.477464966,56.94191664,female,lactating,32.09240791,4.607232427,13.74,63,56.99,13.14,Low
386,FARM_004,goat,Alpine,3.506565876,79.36441276,male,dry,30.84617369,26.09993861,23.81,10,66.51,22.16,Low
625,FARM_007,cattle,Angus,1.141686217,406.8599128,female,dry,32.09240791,4.607232427,20.34,66,66.63,22.32,Low
534,FARM_006,sheep,Rambouillet,5.988349332,90.83897333,female,lactating,30.10599458,-8.846878748,6.81,69,46.61,9.19,Low
762,FARM_008,goat,Saanen,4.642811685,55.54905392,male,growing,31.35909652,20.91930047,29.58,98,85.02,34.27,High
618,FARM_007,sheep,Rambouillet,6.234870021,57.53040516,female,lactating,32.09240791,4.607232427,19.87,63,65.78,22.03,Low
396,FARM_004,goat,Nubian,6.198319086,48.62119475,male,pregnant,30.84617369,26.09993861,16.96,60,61.53,16.17,Low
895,FARM_009,goat,Nubian,4.103760893,56.52429591,male,pregnant,38.88621853,-7.677479364,9.83,35,52.64,10.46,Moderate
396,FARM_004,goat,Nubian,6.198319086,48.62119475,male,pregnant,30.84617369,26.09993861,17.07,86,62.36,18.3,Low
877,FARM_009,cattle,Angus,9.147690991,597.1827887,male,dry,38.88621853,-7.677479364,30.46,69,81.84,30.79,High
414,FARM_005,goat,Alpine,4.037596357,65.36416126,female,dry,32.72737451,-0.829774507,0.89,58,39.3,2.14,Moderate
10,FARM_001,goat,Nubian,4.825344828,75.4885097,male,pregnant,35.61810178,37.53571532,28.45,73,79.42,27.12,Moderate
568,FARM_006,cattle,Holstein,4.906188754,503.4846569,male,pregnant,30.10599458,-8.846878748,37.71,71,93.17,37.19,High
225,FARM_003,sheep,Merino,7.080362176,88.82984264,male,pregnant,42.99264219,20.05575059,15.72,49,59.65,16.95,Low
550,FARM_006,sheep,Dorper,5.395953678,62.37550366,female,growing,30.10599458,-8.846878748,8.11,92,47.11,10.12,Low
649,FARM_007,sheep,Suffolk,4.538561323,57.2039393,male,growing,32.09240791,4.607232427,6.55,80,45.36,9.21,Moderate
40,FARM_001,goat,Boer,6.881989502,43.01385024,male,lactating,35.61810178,37.53571532,32.64,40,79.92,32.29,Moderate
756,FARM_008,cattle,Angus,1.735005483,769.7148283,male,growing,31.35909652,20.91930047,18.43,64,63.77,17.22,Moderate
403,FARM_005,cattle,Angus,6.654142994,613.0703547,male,pregnant,32.72737451,-0.829774507,34.87,44,83.49,34.41,High
596,FARM_006,sheep,Merino,2.443764797,69.59296866,male,pregnant,30.10599458,-8.846878748,25.88,77,76.01,26.32,Moderate
299,FARM_003,cattle,Simmental,8.434608672,712.8112351,female,lactating,42.99264219,20.05575059,30.94,79,84.24,32.09,Critical
422,FARM_005,goat,Nubian,6.293551337,66.83772019,male,growing,32.72737451,-0.829774507,14.51,64,58.1,15.29,Low
78,FARM_001,sheep,Texel,1.584505017,88.8573458,female,pregnant,35.61810178,37.53571532,36.52,59,88.84,35.73,Critical
224,FARM_003,goat,Alpine,4.910000952,54.74105375,male,growing,42.99264219,20.05575059,32.67,80,87.29,33.69,Critical
700,FARM_007,cattle,Angus,2.991148268,552.3965095,male,pregnant,32.09240791,4.607232427,29.56,45,76.97,27.75,Moderate
692,FARM_007,cattle,Jersey,6.19171643,585.5926793,female,pregnant,32.09240791,4.607232427,1.16,87,35.81,1.45,Low
999,FARM_010,cattle,Angus,2.253875341,746.4908122,female,pregnant,36.75748878,-9.336751942,20.12,50,65.44,19.5,Low
235,FARM_003,sheep,Texel,1.731974882,81.82151248,male,pregnant,42.99264219,20.05575059,28.08,75,79.22,28.22,Moderate
445,FARM_005,cattle,Angus,8.546942934,542.4742588,female,growing,32.72737451,-0.829774507,23.38,100,74.09,24.47,Moderate
467,FARM_005,sheep,Suffolk,2.695618525,73.91299421,female,dry,32.72737451,-0.829774507,13.6,77,56.67,12.23,Low
702,FARM_008,sheep,Suffolk,5.787065163,76.57860763,female,pregnant,31.35909652,20.91930047,35.96,58,87.82,35.82,Critical
42,FARM_001,sheep,Suffolk,5.305050587,99.50269251,female,pregnant,35.61810178,37.53571532,14.62,37,58.21,13.4,Low
21,FARM_001,sheep,Texel,1.360351259,63.93232321,male,lactating,35.61810178,37.53571532,17.33,73,62.42,18.42,Low
695,FARM_007,goat,Toggenburg,2.477464966,56.94191664,female,lactating,32.09240791,4.607232427,32.53,42,80.09,32.18,Moderate
199,FARM_002,cattle,Holstein,9.615432367,730.4822783,male,lactating,38.95275237,12.29163764,1.41,18,45.15,-0.69,Low
773,FARM_008,sheep,Texel,7.285547054,90.49622102,male,growing,31.35909652,20.91930047,28.2,37,74.25,28.63,Low
628,FARM_007,cattle,Angus,6.209561512,627.7937937,male,growing,32.09240791,4.607232427,19.41,76,65.75,18.71,Low
350,FARM_004,sheep,Texel,2.269234959,69.38367974,male,pregnant,30.84617369,26.09993861,7.5,59,48.32,9.46,Low
896,FARM_009,goat,Saanen,2.896607869,42.22963414,male,growing,38.88621853,-7.677479364,35.84,25,80.66,33.6,Moderate
317,FARM_004,goat,Toggenburg,5.561738939,45.48438823,male,lactating,30.84617369,26.09993861,28.96,61,78.57,29.27,Moderate
858,FARM_009,cattle,Jersey,7.97954767,557.2487193,female,growing,38.88621853,-7.677479364,15.25,77,59.26,15.48,Low
911,FARM_010,sheep,Texel,4.325702385,94.89776081,female,lactating,36.75748878,-9.336751942,35.94,62,88.68,36.31,Critical
918,FARM_010,goat,Toggenburg,2.090905917,57.21386129,female,lactating,36.75748878,-9.336751942,3.29,73,40.88,2.82,Low
956,FARM_010,cattle,Jersey,5.268777984,467.2080209,female,lactating,36.75748878,-9.336751942,18.74,71,64.52,21.05,Low
620,FARM_007,sheep,Merino,7.285434309,94.40590945,female,pregnant,32.09240791,4.607232427,7.52,48,49.13,7.3,Low
325,FARM_004,goat,Toggenburg,1.901014005,69.49735075,male,pregnant,30.84617369,26.09993861,17.97,56,62.82,17.09,Low
868,FARM_009,cattle,Jersey,1.657032336,697.6114321,male,growing,38.88621853,-7.677479364,40.68,74,98.4,42.96,Critical
292,FARM_003,goat,Nubian,3.654459619,73.27452453,female,lactating,42.99264219,20.05575059,11.54,36,54.61,9.27,Low
