hour,day_of_year,month,temperature_c,relative_humidity_percent,ghi_w_m2,dni_w_m2,dhi_w_m2,location,latitude,longitude,days_since_planting,growth_stage,heat_index_approx,heat_risk_class
4,154,6,26.58,57.72890632,718.0324726,462.1650585,120.3117896,Minnesota,44.9,-93.1,18,vegetative,36.81228426,Moderate
4,154,6,26.58,57.72890632,718.0324726,462.1650585,120.3117896,Ohio,40.4,-82.9,23,vegetative,36.81228426,Moderate
4,154,6,26.58,57.72890632,718.0324726,462.1650585,120.3117896,Virginia,37.5,-77.5,38,vegetative,36.81228426,Moderate
4,154,6,26.58,57.72890632,718.0324726,462.1650585,120.3117896,Wisconsin,43.1,-89.4,13,vegetative,36.81228426,Moderate
5,154,6,27.31090909,87.34672597,685.6634646,576.2236813,192.5163529,Arkansas,34.7,-92.4,32,vegetative,43.48881011,Moderate
5,154,6,27.31090909,87.34672597,685.6634646,576.2236813,192.5163529,Minnesota,44.9,-93.1,18,vegetative,43.48881011,Moderate
5,154,6,27.31090909,87.34672597,685.6634646,576.2236813,192.5163529,Ohio,40.4,-82.9,23,vegetative,43.48881011,Moderate
5,154,6,27.31090909,87.34672597,685.6634646,576.2236813,192.5163529,Virginia,37.5,-77.5,38,vegetative,43.48881011,Moderate
5,154,6,27.31090909,87.34672597,685.6634646,576.2236813,192.5163529,Wisconsin,43.1,-89.4,13,vegetative,43.48881011,Moderate
6,154,6,28.04181818,60.27815973,747.2552441,634.8440788,248.2581765,Arkansas,34.7,-92.4,32,vegetative,39.70559286,High
6,154,6,28.04181818,60.27815973,747.2552441,634.8440788,248.2581765,Minnesota,44.9,-93.1,18,vegetative,39.70559286,High
6,154,6,28.04181818,60.27815973,747.2552441,634.8440788,248.2581765,Ohio,40.4,-82.9,23,vegetative,39.70559286,High
6,154,6,28.04181818,60.27815973,747.2552441,634.8440788,248.2581765,Virginia,37.5,-77.5,38,vegetative,39.70559286,High
6,154,6,28.04181818,60.27815973,747.2552441,634.8440788,248.2581765,Wisconsin,43.1,-89.4,13,vegetative,39.70559286,High
7,154,6,28.77272727,61.06529082,826.944887,553.9687326,159.6637334,Arkansas,34.7,-92.4,32,vegetative,41.11471613,High
7,154,6,28.77272727,61.06529082,826.944887,553.9687326,159.6637334,Minnesota,44.9,-93.1,18,vegetative,41.11471613,High
7,154,6,28.77272727,61.06529082,826.944887,553.9687326,159.6637334,Ohio,40.4,-82.9,23,vegetative,41.11471613,High
7,154,6,28.77272727,61.06529082,826.944887,553.9687326,159.6637334,Virginia,37.5,-77.5,38,vegetative,41.11471613,High
7,154,6,28.77272727,61.06529082,826.944887,553.9687326,159.6637334,Wisconsin,43.1,-89.4,13,vegetative,41.11471613,High
8,154,6,29.50363636,89.0458298,563.7035241,446.441321,206.968991,Arkansas,34.7,-92.4,32,vegetative,48.29786675,High
8,154,6,29.50363636,89.0458298,563.7035241,446.441321,206.968991,Minnesota,44.9,-93.1,18,vegetative,48.29786675,High
8,154,6,29.50363636,89.0458298,563.7035241,446.441321,206.968991,Ohio,40.4,-82.9,23,vegetative,48.29786675,High
8,154,6,29.50363636,89.0458298,563.7035241,446.441321,206.968991,Virginia,37.5,-77.5,38,vegetative,48.29786675,High
8,154,6,29.50363636,89.0458298,563.7035241,446.441321,206.968991,Wisconsin,43.1,-89.4,13,vegetative,48.29786675,High
9,154,6,30.23454545,36.685933,569.8398389,424.5574883,146.3351678,Arkansas,34.7,-92.4,32,vegetative,38.31880201,Low
9,154,6,30.23454545,36.685933,569.8398389,424.5574883,146.3351678,Minnesota,44.9,-93.1,18,vegetative,38.31880201,Low
9,154,6,30.23454545,36.685933,569.8398389,424.5574883,146.3351678,Ohio,40.4,-82.9,23,vegetative,38.31880201,Low
9,154,6,30.23454545,36.685933,569.8398389,424.5574883,146.3351678,Virginia,37.5,-77.5,38,vegetative,38.31880201,Low
9,154,6,30.23454545,36.685933,569.8398389,424.5574883,146.3351678,Wisconsin,43.1,-89.4,13,vegetative,38.31880201,Low
10,154,6,30.96545455,89.14528781,397.5930293,242.3475327,99.4618356,Arkansas,34.7,-92.4,32,vegetative,51.47133585,High
10,154,6,30.96545455,89.14528781,397.5930293,242.3475327,99.4618356,Minnesota,44.9,-93.1,18,vegetative,51.47133585,High
10,154,6,30.96545455,89.14528781,397.5930293,242.3475327,99.4618356,Ohio,40.4,-82.9,23,vegetative,51.47133585,High
10,154,6,30.96545455,89.14528781,397.5930293,242.3475327,99.4618356,Virginia,37.5,-77.5,38,vegetative,51.47133585,High
10,154,6,30.96545455,89.14528781,397.5930293,242.3475327,99.4618356,Wisconsin,43.1,-89.4,13,vegetative,51.47133585,High
11,154,6,31.69636364,39.94067399,167.2776221,129.1546243,65.81632509,Arkansas,34.7,-92.4,32,vegetative,41.2847513,Moderate
11,154,6,31.69636364,39.94067399,167.2776221,129.1546243,65.81632509,Minnesota,44.9,-93.1,18,vegetative,41.2847513,Moderate
11,154,6,31.69636364,39.94067399,167.2776221,129.1546243,65.81632509,Ohio,40.4,-82.9,23,vegetative,41.2847513,Moderate
11,154,6,31.69636364,39.94067399,167.2776221,129.1546243,65.81632509,Virginia,37.5,-77.5,38,vegetative,41.2847513,Moderate
11,154,6,31.69636364,39.94067399,167.2776221,129.1546243,65.81632509,Wisconsin,43.1,-89.4,13,vegetative,41.2847513,Moderate
12,154,6,32.42727273,58.37468782,0.378850232,0,0,Arkansas,34.7,-92.4,32,vegetative,47.04958901,High
12,154,6,32.42727273,58.37468782,0.378850232,0,0,Minnesota,44.9,-93.1,18,vegetative,47.04958901,High
12,154,6,32.42727273,58.37468782,0.378850232,0,0,Ohio,40.4,-82.9,23,vegetative,47.04958901,High
12,154,6,32.42727273,58.37468782,0.378850232,0,0,Virginia,37.5,-77.5,38,vegetative,47.04958901,High
12,154,6,32.42727273,58.37468782,0.378850232,0,0,Wisconsin,43.1,-89.4,13,vegetative,47.04958901,High
13,154,6,33.15818182,50.25682078,0,0,0,Arkansas,34.7,-92.4,32,vegetative,46.29106004,Critical
13,154,6,33.15818182,50.25682078,0,0,0,Minnesota,44.9,-93.1,18,vegetative,46.29106004,Critical
13,154,6,33.15818182,50.25682078,0,0,0,Ohio,40.4,-82.9,23,vegetative,46.29106004,Critical
13,154,6,33.15818182,50.25682078,0,0,0,Virginia,37.5,-77.5,38,vegetative,46.29106004,Critical
13,154,6,33.15818182,50.25682078,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,46.29106004,Critical
14,154,6,33.88909091,87.32527492,0,0,0,Arkansas,34.7,-92.4,32,vegetative,57.68984372,Critical
14,154,6,33.88909091,87.32527492,0,0,0,Minnesota,44.9,-93.1,18,vegetative,57.68984372,Critical
14,154,6,33.88909091,87.32527492,0,0,0,Ohio,40.4,-82.9,23,vegetative,57.68984372,Critical
14,154,6,33.88909091,87.32527492,0,0,0,Virginia,37.5,-77.5,38,vegetative,57.68984372,Critical
14,154,6,33.88909091,87.32527492,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,57.68984372,Critical
15,154,6,34.62,59.13019853,0,0,0,Arkansas,34.7,-92.4,32,vegetative,51.42579432,Moderate
15,154,6,34.62,59.13019853,0,0,0,Minnesota,44.9,-93.1,18,vegetative,51.42579432,Moderate
15,154,6,34.62,59.13019853,0,0,0,Ohio,40.4,-82.9,23,vegetative,51.42579432,Moderate
15,154,6,34.62,59.13019853,0,0,0,Virginia,37.5,-77.5,38,vegetative,51.42579432,Moderate
15,154,6,34.62,59.13019853,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,51.42579432,Moderate
16,154,6,33.72666667,31.38087101,0,0,0,Arkansas,34.7,-92.4,32,vegetative,42.20010623,Low
16,154,6,33.72666667,31.38087101,0,0,0,Minnesota,44.9,-93.1,18,vegetative,42.20010623,Low
16,154,6,33.72666667,31.38087101,0,0,0,Ohio,40.4,-82.9,23,vegetative,42.20010623,Low
16,154,6,33.72666667,31.38087101,0,0,0,Virginia,37.5,-77.5,38,vegetative,42.20010623,Low
16,154,6,33.72666667,31.38087101,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,42.20010623,Low
17,154,6,32.83333333,43.30146806,0,0,0,Arkansas,34.7,-92.4,32,vegetative,43.93817703,Low
17,154,6,32.83333333,43.30146806,0,0,0,Minnesota,44.9,-93.1,18,vegetative,43.93817703,Low
17,154,6,32.83333333,43.30146806,0,0,0,Ohio,40.4,-82.9,23,vegetative,43.93817703,Low
17,154,6,32.83333333,43.30146806,0,0,0,Virginia,37.5,-77.5,38,vegetative,43.93817703,Low
17,154,6,32.83333333,43.30146806,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,43.93817703,Low
18,154,6,31.94,55.84872277,0,0,0,Arkansas,34.7,-92.4,32,vegetative,45.53900306,High
18,154,6,31.94,55.84872277,0,0,0,Minnesota,44.9,-93.1,18,vegetative,45.53900306,High
18,154,6,31.94,55.84872277,0,0,0,Ohio,40.4,-82.9,23,vegetative,45.53900306,High
18,154,6,31.94,55.84872277,0,0,0,Virginia,37.5,-77.5,38,vegetative,45.53900306,High
18,154,6,31.94,55.84872277,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,45.53900306,High
19,154,6,31.04666667,70.58342446,0,0,0,Arkansas,34.7,-92.4,32,vegetative,47.36021005,High
19,154,6,31.04666667,70.58342446,0,0,0,Minnesota,44.9,-93.1,18,vegetative,47.36021005,High
19,154,6,31.04666667,70.58342446,0,0,0,Ohio,40.4,-82.9,23,vegetative,47.36021005,High
19,154,6,31.04666667,70.58342446,0,0,0,Virginia,37.5,-77.5,38,vegetative,47.36021005,High
19,154,6,31.04666667,70.58342446,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,47.36021005,High
20,154,6,30.15333333,63.7141799,0,0,0,Arkansas,34.7,-92.4,32,vegetative,44.12666643,High
20,154,6,30.15333333,63.7141799,0,0,0,Minnesota,44.9,-93.1,18,vegetative,44.12666643,High
20,154,6,30.15333333,63.7141799,0,0,0,Ohio,40.4,-82.9,23,vegetative,44.12666643,High
20,154,6,30.15333333,63.7141799,0,0,0,Virginia,37.5,-77.5,38,vegetative,44.12666643,High
20,154,6,30.15333333,63.7141799,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,44.12666643,High
21,154,6,29.26,80.99455762,0,0,0,Arkansas,34.7,-92.4,32,vegetative,46.11013922,Moderate
21,154,6,29.26,80.99455762,0,0,0,Minnesota,44.9,-93.1,18,vegetative,46.11013922,Moderate
21,154,6,29.26,80.99455762,0,0,0,Ohio,40.4,-82.9,23,vegetative,46.11013922,Moderate
21,154,6,29.26,80.99455762,0,0,0,Virginia,37.5,-77.5,38,vegetative,46.11013922,Moderate
21,154,6,29.26,80.99455762,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,46.11013922,Moderate
22,154,6,28.36666667,79.70601528,0,0,0,Arkansas,34.7,-92.4,32,vegetative,44.09152358,Moderate
22,154,6,28.36666667,79.70601528,0,0,0,Minnesota,44.9,-93.1,18,vegetative,44.09152358,Moderate
22,154,6,28.36666667,79.70601528,0,0,0,Ohio,40.4,-82.9,23,vegetative,44.09152358,Moderate
22,154,6,28.36666667,79.70601528,0,0,0,Virginia,37.5,-77.5,38,vegetative,44.09152358,Moderate
22,154,6,28.36666667,79.70601528,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,44.09152358,Moderate
23,154,6,27.47333333,65.43055803,0,0,0,Arkansas,34.7,-92.4,32,vegetative,39.71067748,Low
23,154,6,27.47333333,65.43055803,0,0,0,Minnesota,44.9,-93.1,18,vegetative,39.71067748,Low
23,154,6,27.47333333,65.43055803,0,0,0,Ohio,40.4,-82.9,23,vegetative,39.71067748,Low
23,154,6,27.47333333,65.43055803,0,0,0,Virginia,37.5,-77.5,38,vegetative,39.71067748,Low
23,154,6,27.47333333,65.43055803,0,0,0,Wisconsin,43.1,-89.4,13,vegetative,39.71067748,Low
0,155,6,25,64.27889619,0,0,1.161817355,Arkansas,34.7,-92.4,33,vegetative,35.352553,High
0,155,6,25,64.27889619,0,0,1.161817355,Minnesota,44.9,-93.1,19,vegetative,35.352553,High
0,155,6,25,64.27889619,0,0,1.161817355,Ohio,40.4,-82.9,24,vegetative,35.352553,High
0,155,6,25,64.27889619,0,0,1.161817355,Virginia,37.5,-77.5,39,vegetative,35.352553,High
0,155,6,25,64.27889619,0,0,1.161817355,Wisconsin,43.1,-89.4,14,vegetative,35.352553,High
1,155,6,24.25,46.68988296,200.9776718,121.6246781,52.55339042,Arkansas,34.7,-92.4,33,vegetative,31.43290614,Critical
1,155,6,24.25,46.68988296,200.9776718,121.6246781,52.55339042,Minnesota,44.9,-93.1,19,vegetative,31.43290614,Critical
1,155,6,24.25,46.68988296,200.9776718,121.6246781,52.55339042,Ohio,40.4,-82.9,24,vegetative,31.43290614,Critical
1,155,6,24.25,46.68988296,200.9776718,121.6246781,52.55339042,Virginia,37.5,-77.5,39,vegetative,31.43290614,Critical
1,155,6,24.25,46.68988296,200.9776718,121.6246781,52.55339042,Wisconsin,43.1,-89.4,14,vegetative,31.43290614,Critical
2,155,6,23.5,87.4743519,383.5979137,300.7910977,115.5320009,Arkansas,34.7,-92.4,33,vegetative,36.3515604,Moderate
2,155,6,23.5,87.4743519,383.5979137,300.7910977,115.5320009,Minnesota,44.9,-93.1,19,vegetative,36.3515604,Moderate
2,155,6,23.5,87.4743519,383.5979137,300.7910977,115.5320009,Ohio,40.4,-82.9,24,vegetative,36.3515604,Moderate
2,155,6,23.5,87.4743519,383.5979137,300.7910977,115.5320009,Virginia,37.5,-77.5,39,vegetative,36.3515604,Moderate
2,155,6,23.5,87.4743519,383.5979137,300.7910977,115.5320009,Wisconsin,43.1,-89.4,14,vegetative,36.3515604,Moderate
3,155,6,22.75,34.61108026,582.427172,376.1469283,152.8745708,Arkansas,34.7,-92.4,33,vegetative,27.60497064,Moderate
3,155,6,22.75,34.61108026,582.427172,376.1469283,152.8745708,Minnesota,44.9,-93.1,19,vegetative,27.60497064,Moderate
3,155,6,22.75,34.61108026,582.427172,376.1469283,152.8745708,Ohio,40.4,-82.9,24,vegetative,27.60497064,Moderate
3,155,6,22.75,34.61108026,582.427172,376.1469283,152.8745708,Virginia,37.5,-77.5,39,vegetative,27.60497064,Moderate
3,155,6,22.75,34.61108026,582.427172,376.1469283,152.8745708,Wisconsin,43.1,-89.4,14,vegetative,27.60497064,Moderate
4,155,6,22,53.82181551,670.9817498,500.6513505,163.4986562,Arkansas,34.7,-92.4,33,vegetative,29.2064927,Moderate
4,155,6,22,53.82181551,670.9817498,500.6513505,163.4986562,Minnesota,44.9,-93.1,19,vegetative,29.2064927,Moderate
4,155,6,22,53.82181551,670.9817498,500.6513505,163.4986562,Ohio,40.4,-82.9,24,vegetative,29.2064927,Moderate
4,155,6,22,53.82181551,670.9817498,500.6513505,163.4986562,Virginia,37.5,-77.5,39,vegetative,29.2064927,Moderate
4,155,6,22,53.82181551,670.9817498,500.6513505,163.4986562,Wisconsin,43.1,-89.4,14,vegetative,29.2064927,Moderate
5,155,6,22.54545455,69.65015338,766.1881936,563.0074777,195.8853601,Arkansas,34.7,-92.4,33,vegetative,32.1924708,High
5,155,6,22.54545455,69.65015338,766.1881936,563.0074777,195.8853601,Minnesota,44.9,-93.1,19,vegetative,32.1924708,High
5,155,6,22.54545455,69.65015338,766.1881936,563.0074777,195.8853601,Ohio,40.4,-82.9,24,vegetative,32.1924708,High
5,155,6,22.54545455,69.65015338,766.1881936,563.0074777,195.8853601,Virginia,37.5,-77.5,39,vegetative,32.1924708,High
5,155,6,22.54545455,69.65015338,766.1881936,563.0074777,195.8853601,Wisconsin,43.1,-89.4,14,vegetative,32.1924708,High
6,155,6,23.09090909,86.73978601,848.3755286,580.0771916,245.6314397,Arkansas,34.7,-92.4,33,vegetative,35.51716956,Moderate
6,155,6,23.09090909,86.73978601,848.3755286,580.0771916,245.6314397,Minnesota,44.9,-93.1,19,vegetative,35.51716956,Moderate
6,155,6,23.09090909,86.73978601,848.3755286,580.0771916,245.6314397,Ohio,40.4,-82.9,24,vegetative,35.51716956,Moderate
6,155,6,23.09090909,86.73978601,848.3755286,580.0771916,245.6314397,Virginia,37.5,-77.5,39,vegetative,35.51716956,Moderate
6,155,6,23.09090909,86.73978601,848.3755286,580.0771916,245.6314397,Wisconsin,43.1,-89.4,14,vegetative,35.51716956,Moderate
7,155,6,23.63636364,60.09178622,787.8662523,550.6606044,182.4816786,Arkansas,34.7,-92.4,33,vegetative,32.53932603,High
7,155,6,23.63636364,60.09178622,787.8662523,550.6606044,182.4816786,Minnesota,44.9,-93.1,19,vegetative,32.53932603,High
7,155,6,23.63636364,60.09178622,787.8662523,550.6606044,182.4816786,Ohio,40.4,-82.9,24,vegetative,32.53932603,High
7,155,6,23.63636364,60.09178622,787.8662523,550.6606044,182.4816786,Virginia,37.5,-77.5,39,vegetative,32.53932603,High
7,155,6,23.63636364,60.09178622,787.8662523,550.6606044,182.4816786,Wisconsin,43.1,-89.4,14,vegetative,32.53932603,High
8,155,6,24.18181818,83.75515959,707.1445691,454.5321048,184.4708034,Arkansas,34.7,-92.4,33,vegetative,37.01323927,Critical
8,155,6,24.18181818,83.75515959,707.1445691,454.5321048,184.4708034,Minnesota,44.9,-93.1,19,vegetative,37.01323927,Critical
8,155,6,24.18181818,83.75515959,707.1445691,454.5321048,184.4708034,Ohio,40.4,-82.9,24,vegetative,37.01323927,Critical
8,155,6,24.18181818,83.75515959,707.1445691,454.5321048,184.4708034,Virginia,37.5,-77.5,39,vegetative,37.01323927,Critical
8,155,6,24.18181818,83.75515959,707.1445691,454.5321048,184.4708034,Wisconsin,43.1,-89.4,14,vegetative,37.01323927,Critical
9,155,6,24.72727273,36.28798668,548.818522,443.4656478,151.4069975,Arkansas,34.7,-92.4,33,vegetative,30.47527007,Critical
9,155,6,24.72727273,36.28798668,548.818522,443.4656478,151.4069975,Minnesota,44.9,-93.1,19,vegetative,30.47527007,Critical
9,155,6,24.72727273,36.28798668,548.818522,443.4656478,151.4069975,Ohio,40.4,-82.9,24,vegetative,30.47527007,Critical
9,155,6,24.72727273,36.28798668,548.818522,443.4656478,151.4069975,Virginia,37.5,-77.5,39,vegetative,30.47527007,Critical
9,155,6,24.72727273,36.28798668,548.818522,443.4656478,151.4069975,Wisconsin,43.1,-89.4,14,vegetative,30.47527007,Critical
10,155,6,25.27272727,61.89505048,350.5967792,307.1876042,101.7549385,Arkansas,34.7,-92.4,33,vegetative,35.40827292,High
10,155,6,25.27272727,61.89505048,350.5967792,307.1876042,101.7549385,Minnesota,44.9,-93.1,19,vegetative,35.40827292,High
10,155,6,25.27272727,61.89505048,350.5967792,307.1876042,101.7549385,Ohio,40.4,-82.9,24,vegetative,35.40827292,High
10,155,6,25.27272727,61.89505048,350.5967792,307.1876042,101.7549385,Virginia,37.5,-77.5,39,vegetative,35.40827292,High
10,155,6,25.27272727,61.89505048,350.5967792,307.1876042,101.7549385,Wisconsin,43.1,-89.4,14,vegetative,35.40827292,High
11,155,6,25.81818182,48.96303358,235.0288106,107.9485018,76.12276915,Arkansas,34.7,-92.4,33,vegetative,34.1060794,Moderate
11,155,6,25.81818182,48.96303358,235.0288106,107.9485018,76.12276915,Minnesota,44.9,-93.1,19,vegetative,34.1060794,Moderate
11,155,6,25.81818182,48.96303358,235.0288106,107.9485018,76.12276915,Ohio,40.4,-82.9,24,vegetative,34.1060794,Moderate
11,155,6,25.81818182,48.96303358,235.0288106,107.9485018,76.12276915,Virginia,37.5,-77.5,39,vegetative,34.1060794,Moderate
11,155,6,25.81818182,48.96303358,235.0288106,107.9485018,76.12276915,Wisconsin,43.1,-89.4,14,vegetative,34.1060794,Moderate
12,155,6,26.36363636,77.74180571,0,14.14726591,33.79768659,Arkansas,34.7,-92.4,33,vegetative,39.96439503,Low
12,155,6,26.36363636,77.74180571,0,14.14726591,33.79768659,Minnesota,44.9,-93.1,19,vegetative,39.96439503,Low
12,155,6,26.36363636,77.74180571,0,14.14726591,33.79768659,Ohio,40.4,-82.9,24,vegetative,39.96439503,Low
12,155,6,26.36363636,77.74180571,0,14.14726591,33.79768659,Virginia,37.5,-77.5,39,vegetative,39.96439503,Low
12,155,6,26.36363636,77.74180571,0,14.14726591,33.79768659,Wisconsin,43.1,-89.4,14,vegetative,39.96439503,Low
13,155,6,26.90909091,56.69968871,0,0,0,Arkansas,34.7,-92.4,33,vegetative,37.16016872,Critical
13,155,6,26.90909091,56.69968871,0,0,0,Minnesota,44.9,-93.1,19,vegetative,37.16016872,Critical
13,155,6,26.90909091,56.69968871,0,0,0,Ohio,40.4,-82.9,24,vegetative,37.16016872,Critical
13,155,6,26.90909091,56.69968871,0,0,0,Virginia,37.5,-77.5,39,vegetative,37.16016872,Critical
13,155,6,26.90909091,56.69968871,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,37.16016872,Critical
14,155,6,27.45454545,58.51514917,0,0,0,Arkansas,34.7,-92.4,33,vegetative,38.3861948,Low
14,155,6,27.45454545,58.51514917,0,0,0,Minnesota,44.9,-93.1,19,vegetative,38.3861948,Low
14,155,6,27.45454545,58.51514917,0,0,0,Ohio,40.4,-82.9,24,vegetative,38.3861948,Low
14,155,6,27.45454545,58.51514917,0,0,0,Virginia,37.5,-77.5,39,vegetative,38.3861948,Low
14,155,6,27.45454545,58.51514917,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,38.3861948,Low
15,155,6,28,33.88692567,0,0,0,Arkansas,34.7,-92.4,33,vegetative,34.54073455,Critical
15,155,6,28,33.88692567,0,0,0,Minnesota,44.9,-93.1,19,vegetative,34.54073455,Critical
15,155,6,28,33.88692567,0,0,0,Ohio,40.4,-82.9,24,vegetative,34.54073455,Critical
15,155,6,28,33.88692567,0,0,0,Virginia,37.5,-77.5,39,vegetative,34.54073455,Critical
15,155,6,28,33.88692567,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,34.54073455,Critical
16,155,6,27.33333333,56.28060367,0,0,0,Arkansas,34.7,-92.4,33,vegetative,37.77136701,High
16,155,6,27.33333333,56.28060367,0,0,0,Minnesota,44.9,-93.1,19,vegetative,37.77136701,High
16,155,6,27.33333333,56.28060367,0,0,0,Ohio,40.4,-82.9,24,vegetative,37.77136701,High
16,155,6,27.33333333,56.28060367,0,0,0,Virginia,37.5,-77.5,39,vegetative,37.77136701,High
16,155,6,27.33333333,56.28060367,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,37.77136701,High
17,155,6,26.66666667,34.84972182,0,0,0,Arkansas,34.7,-92.4,33,vegetative,32.87603991,Moderate
17,155,6,26.66666667,34.84972182,0,0,0,Minnesota,44.9,-93.1,19,vegetative,32.87603991,Moderate
17,155,6,26.66666667,34.84972182,0,0,0,Ohio,40.4,-82.9,24,vegetative,32.87603991,Moderate
17,155,6,26.66666667,34.84972182,0,0,0,Virginia,37.5,-77.5,39,vegetative,32.87603991,Moderate
17,155,6,26.66666667,34.84972182,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,32.87603991,Moderate
18,155,6,26,47.97372709,0,0,0,Arkansas,34.7,-92.4,33,vegetative,34.21037153,Critical
18,155,6,26,47.97372709,0,0,0,Minnesota,44.9,-93.1,19,vegetative,34.21037153,Critical
18,155,6,26,47.97372709,0,0,0,Ohio,40.4,-82.9,24,vegetative,34.21037153,Critical
18,155,6,26,47.97372709,0,0,0,Virginia,37.5,-77.5,39,vegetative,34.21037153,Critical
18,155,6,26,47.97372709,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,34.21037153,Critical
19,155,6,25.33333333,37.61288813,0,0,0,Arkansas,34.7,-92.4,33,vegetative,31.51533058,Low
19,155,6,25.33333333,37.61288813,0,0,0,Minnesota,44.9,-93.1,19,vegetative,31.51533058,Low
19,155,6,25.33333333,37.61288813,0,0,0,Ohio,40.4,-82.9,24,vegetative,31.51533058,Low
19,155,6,25.33333333,37.61288813,0,0,0,Virginia,37.5,-77.5,39,vegetative,31.51533058,Low
19,155,6,25.33333333,37.61288813,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,31.51533058,Low
20,155,6,24.66666667,50.06885547,0,0,0,Arkansas,34.7,-92.4,33,vegetative,32.56824619,High
20,155,6,24.66666667,50.06885547,0,0,0,Minnesota,44.9,-93.1,19,vegetative,32.56824619,High
20,155,6,24.66666667,50.06885547,0,0,0,Ohio,40.4,-82.9,24,vegetative,32.56824619,High
20,155,6,24.66666667,50.06885547,0,0,0,Virginia,37.5,-77.5,39,vegetative,32.56824619,High
20,155,6,24.66666667,50.06885547,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,32.56824619,High
21,155,6,24,43.64330069,0,0,0,Arkansas,34.7,-92.4,33,vegetative,30.61209047,Low
21,155,6,24,43.64330069,0,0,0,Minnesota,44.9,-93.1,19,vegetative,30.61209047,Low
21,155,6,24,43.64330069,0,0,0,Ohio,40.4,-82.9,24,vegetative,30.61209047,Low
21,155,6,24,43.64330069,0,0,0,Virginia,37.5,-77.5,39,vegetative,30.61209047,Low
21,155,6,24,43.64330069,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,30.61209047,Low
22,155,6,23.33333333,47.11079724,0,0,0,Arkansas,34.7,-92.4,33,vegetative,30.18406391,Low
22,155,6,23.33333333,47.11079724,0,0,0,Minnesota,44.9,-93.1,19,vegetative,30.18406391,Low
22,155,6,23.33333333,47.11079724,0,0,0,Ohio,40.4,-82.9,24,vegetative,30.18406391,Low
22,155,6,23.33333333,47.11079724,0,0,0,Virginia,37.5,-77.5,39,vegetative,30.18406391,Low
22,155,6,23.33333333,47.11079724,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,30.18406391,Low
23,155,6,22.66666667,38.90315041,0,0,0,Arkansas,34.7,-92.4,33,vegetative,28.09562103,Low
23,155,6,22.66666667,38.90315041,0,0,0,Minnesota,44.9,-93.1,19,vegetative,28.09562103,Low
23,155,6,22.66666667,38.90315041,0,0,0,Ohio,40.4,-82.9,24,vegetative,28.09562103,Low
23,155,6,22.66666667,38.90315041,0,0,0,Virginia,37.5,-77.5,39,vegetative,28.09562103,Low
23,155,6,22.66666667,38.90315041,0,0,0,Wisconsin,43.1,-89.4,14,vegetative,28.09562103,Low
0,156,6,28.9,56.37645678,36.37655741,54.9431189,0,Arkansas,34.7,-92.4,34,vegetative,40.38080137,Moderate
0,156,6,28.9,56.37645678,36.37655741,54.9431189,0,Minnesota,44.9,-93.1,20,vegetative,40.38080137,Moderate
0,156,6,28.9,56.37645678,36.37655741,54.9431189,0,Ohio,40.4,-82.9,25,vegetative,40.38080137,Moderate
0,156,6,28.9,56.37645678,36.37655741,54.9431189,0,Virginia,37.5,-77.5,40,vegetative,40.38080137,Moderate
0,156,6,28.9,56.37645678,36.37655741,54.9431189,0,Wisconsin,43.1,-89.4,15,vegetative,40.38080137,Moderate
1,156,6,27.73,59.85458841,210.9551903,208.4792111,34.22857931,Arkansas,34.7,-92.4,34,vegetative,39.09790991,High
1,156,6,27.73,59.85458841,210.9551903,208.4792111,34.22857931,Minnesota,44.9,-93.1,20,vegetative,39.09790991,High
1,156,6,27.73,59.85458841,210.9551903,208.4792111,34.22857931,Ohio,40.4,-82.9,25,vegetative,39.09790991,High
1,156,6,27.73,59.85458841,210.9551903,208.4792111,34.22857931,Virginia,37.5,-77.5,40,vegetative,39.09790991,High
1,156,6,27.73,59.85458841,210.9551903,208.4792111,34.22857931,Wisconsin,43.1,-89.4,15,vegetative,39.09790991,High
2,156,6,26.56,80.19886159,392.956821,279.1436022,87.44490383,Arkansas,34.7,-92.4,34,vegetative,40.75788409,Critical
2,156,6,26.56,80.19886159,392.956821,279.1436022,87.44490383,Minnesota,44.9,-93.1,20,vegetative,40.75788409,Critical
